1,Euro,81.36
2,Euro,38.07
3,Euro,69.67
4,Euro,27.85
5,Euro,28.21
6,Euro,42.84
7,Euro,95.49
8,Euro,36.97
9,Euro,53.53
10,Euro,73.61
11,Euro,49.79
12,Euro,40.96
13,Euro,60.02
14,Euro,64.18
15,Euro,19.00
16,Euro,52.04
17,Euro,15.18
18,Euro,31.52
19,Euro,53.91
20,Euro,3.07
21,Euro,25.30
22,Euro,84.86
23,Euro,8.25
24,Euro,88.74
25,Euro,76.50
26,Euro,51.31
27,Euro,83.22
28,Euro,89.58
29,Euro,1.87
30,Euro,42.36
31,Euro,85.57
32,Euro,50.35
33,Euro,26.12
34,Euro,32.42
35,Euro,96.87
36,Euro,20.79
37,Euro,30.22
38,Euro,94.28
39,Euro,48.15
40,Euro,25.71
41,Euro,5.11
42,Euro,26.01
43,Euro,96.05
44,Euro,24.97
45,Euro,78.97
46,Euro,71.99
47,Euro,68.25
48,Euro,77.00
49,Euro,84.50
50,Euro,77.83
51,Euro,39.40
52,Euro,49.06
53,Euro,62.77
54,Euro,42.02
55,Euro,66.76
56,Euro,52.21
57,Euro,56.54
58,Euro,21.09
59,Euro,36.81
60,Euro,39.45
61,Euro,27.84
62,Euro,11.05
63,Euro,18.94
64,Euro,70.29
65,Euro,94.17
66,Euro,76.93
67,Euro,9.39
68,Euro,79.77
69,Euro,31.82
70,Euro,93.08
71,Euro,6.58
72,Euro,5.06
73,Euro,60.80
74,Euro,78.88
75,Euro,2.71
76,Euro,50.13
77,Euro,73.88
78,Euro,46.56
79,Euro,78.36
80,Euro,97.76
81,Euro,24.08
82,Euro,40.25
83,Euro,7.32
84,Euro,89.12
85,Euro,82.63
86,Euro,86.08
87,Euro,68.64
88,Euro,22.30
89,Euro,30.50
90,Euro,81.28
91,Euro,60.90
92,Euro,86.18
93,Euro,41.91
94,Euro,98.10
95,Euro,1.59
96,Euro,38.32
97,Euro,41.17
98,Euro,17.14
99,Euro,39.99
100,Euro,64.06
101,Euro,60.27
102,Euro,16.89
103,Euro,30.84
104,Euro,50.04
105,Euro,80.00
106,Euro,59.08
107,Euro,45.07
108,Euro,66.24
109,Euro,0.21
110,Euro,0.94
111,Euro,59.26
112,Euro,2.63
113,Euro,54.05
114,Euro,54.51
115,Euro,60.81
116,Euro,80.62
117,Euro,90.36
118,Euro,41.45
119,Euro,2.04
120,Euro,7.76
121,Euro,29.14
122,Euro,15.61
123,Euro,54.88
124,Euro,96.98
125,Euro,94.95
126,Euro,23.46
127,Euro,5.90
128,Euro,68.58
129,Euro,11.10
130,Euro,46.18
131,Euro,76.80
132,Euro,84.04
133,Euro,95.53
134,Euro,34.34
135,Euro,42.49
136,Euro,70.48
137,Euro,34.87
138,Euro,79.02
139,Euro,63.73
140,Euro,37.50
141,Euro,65.89
142,Euro,31.60
143,Euro,4.89
144,Euro,68.91
145,Euro,53.21
146,Euro,28.17
147,Euro,92.89
148,Euro,85.15
149,Euro,16.73
150,Euro,13.71
151,Euro,20.29
152,Euro,27.54
153,Euro,30.98
154,Euro,65.59
155,Euro,16.81
156,Euro,79.11
157,Euro,61.63
158,Euro,77.40
159,Euro,69.68
160,Euro,28.57
161,Euro,12.69
162,Euro,27.23
163,Euro,27.53
164,Euro,10.98
165,Euro,66.46
166,Euro,88.54
167,Euro,1.96
168,Euro,43.15
169,Euro,79.06
170,Euro,24.15
171,Euro,13.66
172,Euro,9.58
173,Euro,35.74
174,Euro,73.08
175,Euro,18.49
176,Euro,3.91
177,Euro,23.68
178,Euro,41.00
179,Euro,26.92
180,Euro,75.96
181,Euro,43.49
182,Euro,78.16
183,Euro,34.68
184,Euro,45.20
185,Euro,37.72
186,Euro,7.95
187,Euro,0.92
188,Euro,44.94
189,Euro,68.80
190,Euro,69.19
191,Euro,12.28
192,Euro,35.49
193,Euro,0.43
194,Euro,38.53
195,Euro,54.22
196,Euro,28.71
197,Euro,45.51
198,Euro,20.31
199,Euro,63.88
200,Euro,65.34
201,Euro,16.57
202,Euro,90.36
203,Euro,58.65
204,Euro,64.92
205,Euro,28.92
206,Euro,25.63
207,Euro,15.54
208,Euro,53.14
209,Euro,81.70
210,Euro,87.73
211,Euro,48.32
212,Euro,47.11
213,Euro,64.26
214,Euro,83.08
215,Euro,8.46
216,Euro,34.94
217,Euro,43.47
218,Euro,48.03
219,Euro,93.68
220,Euro,60.67
221,Euro,60.76
222,Euro,7.29
223,Euro,43.00
224,Euro,23.49
225,Euro,56.90
226,Euro,5.65
227,Euro,98.79
228,Euro,17.11
229,Euro,42.81
230,Euro,56.63
231,Euro,69.61
232,Euro,89.31
233,Euro,55.34
234,Euro,84.88
235,Euro,10.13
236,Euro,71.52
237,Euro,44.64
238,Euro,68.66
239,Euro,55.97
240,Euro,14.35
241,Euro,52.60
242,Euro,34.26
243,Euro,7.79
244,Euro,18.03
245,Euro,15.95
246,Euro,11.61
247,Euro,39.31
248,Euro,41.72
249,Euro,68.86
250,Euro,99.12
251,Euro,15.32
252,Euro,59.16
253,Euro,36.49
254,Euro,74.52
255,Euro,93.88
256,Euro,43.90
257,Euro,75.87
258,Euro,18.01
259,Euro,95.70
260,Euro,8.44
261,Euro,98.59
262,Euro,88.87
263,Euro,20.11
264,Euro,64.77
265,Euro,24.56
266,Euro,67.18
267,Euro,13.24
268,Euro,45.83
269,Euro,35.80
270,Euro,95.63
271,Euro,75.27
272,Euro,44.13
273,Euro,23.74
274,Euro,36.59
275,Euro,47.48
276,Euro,11.57
277,Euro,30.82
278,Euro,38.41
279,Euro,88.55
280,Euro,87.33
281,Euro,12.49
282,Euro,32.28
283,Euro,81.70
284,Euro,67.03
285,Euro,84.30
286,Euro,73.96
287,Euro,18.14
288,Euro,55.56
289,Euro,66.28
290,Euro,83.08
291,Euro,31.09
292,Euro,64.32
293,Euro,72.47
294,Euro,55.90
295,Euro,83.23
296,Euro,9.33
297,Euro,79.54
298,Euro,79.27
299,Euro,22.77
300,Euro,13.94
301,Euro,20.80
302,Euro,67.63
303,Euro,37.40
304,Euro,34.08
305,Euro,88.73
306,Euro,73.47
307,Euro,2.63
308,Euro,79.57
309,Euro,80.71
310,Euro,23.59
311,Euro,62.40
312,Euro,31.37
313,Euro,85.78
314,Euro,37.54
315,Euro,8.61
316,Euro,19.38
317,Euro,73.99
318,Euro,94.14
319,Euro,45.03
320,Euro,60.91
321,Euro,84.07
322,Euro,44.04
323,Euro,88.08
324,Euro,76.46
325,Euro,75.16
326,Euro,2.62
327,Euro,31.11
328,Euro,85.42
329,Euro,38.56
330,Euro,68.33
331,Euro,37.76
332,Euro,67.28
333,Euro,4.22
334,Euro,61.57
335,Euro,69.79
336,Euro,91.87
337,Euro,3.13
338,Euro,76.16
339,Euro,48.67
340,Euro,4.88
341,Euro,8.01
342,Euro,81.36
343,Euro,38.07
344,Euro,69.67
345,Euro,27.85
346,Euro,28.21
347,Euro,42.84
348,Euro,95.49
349,Euro,36.97
350,Euro,53.53
351,Euro,73.61
352,Euro,49.79
353,Euro,40.96
354,Euro,60.02
355,Euro,64.18
356,Euro,19.00
357,Euro,52.04
358,Euro,15.18
359,Euro,31.52
360,Euro,53.91
361,Euro,3.07
362,Euro,25.30
363,Euro,84.86
364,Euro,8.25
365,Euro,88.74
366,Euro,76.50
367,Euro,51.31
368,Euro,83.22
369,Euro,89.58
370,Euro,1.87
371,Euro,42.36
372,Euro,85.57
373,Euro,50.35
374,Euro,26.12
375,Euro,32.42
376,Euro,96.87
377,Euro,20.79
378,Euro,30.22
379,Euro,94.28
380,Euro,48.15
381,Euro,25.71
382,Euro,5.11
383,Euro,26.01
384,Euro,96.05
385,Euro,24.97
386,Euro,78.97
387,Euro,71.99
388,Euro,68.25
389,Euro,77.00
390,Euro,84.50
